,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
21232,30,46000,MORTGAGE,1.0,EDUCATION,C,12000,,0,0.26,Y,9
21237,35,200000,RENT,7.0,VENTURE,B,5000,,0,0.03,N,10
21242,34,46000,MORTGAGE,18.0,DEBTCONSOLIDATION,B,6700,,0,0.15,N,10
21244,27,46000,OWN,,VENTURE,A,8000,,0,0.17,N,9
21254,27,20160,RENT,4.0,DEBTCONSOLIDATION,A,5300,,0,0.26,N,6
21283,34,46500,MORTGAGE,18.0,EDUCATION,D,8500,,0,0.18,N,9
21291,28,46551,MORTGAGE,12.0,VENTURE,A,5000,,0,0.11,N,7
21292,27,46576,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4800,,0,0.1,N,10
21295,31,46700,MORTGAGE,5.0,MEDICAL,B,7200,,0,0.15,N,6
21307,31,46800,MORTGAGE,14.0,PERSONAL,B,5500,,0,0.12,N,10
21324,29,34000,RENT,4.0,MEDICAL,B,5500,,0,0.16,N,5
21367,27,30000,RENT,8.0,MEDICAL,A,5600,,0,0.19,N,6
21385,33,48000,OWN,2.0,HOMEIMPROVEMENT,A,4750,,0,0.1,N,8
21405,30,48000,MORTGAGE,13.0,VENTURE,A,10950,,0,0.23,N,9
21418,31,109440,RENT,9.0,DEBTCONSOLIDATION,D,5600,,1,0.05,N,10
21448,27,38000,RENT,1.0,MEDICAL,C,5850,,0,0.15,N,5
21468,34,18000,RENT,0.0,VENTURE,B,6000,,1,0.33,N,7
21475,30,20000,RENT,1.0,EDUCATION,B,6000,,0,0.3,N,9
21481,29,48000,MORTGAGE,13.0,PERSONAL,B,20000,,0,0.42,N,9
21505,33,48000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6000,,0,0.13,N,10
21513,27,48000,OWN,2.0,VENTURE,C,14000,,0,0.29,N,8
21515,32,27840,RENT,3.0,PERSONAL,E,6000,,0,0.22,Y,5
21522,30,48000,MORTGAGE,12.0,PERSONAL,A,15000,,0,0.31,N,9
21537,33,48000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5000,,0,0.1,N,10
21551,30,48500,MORTGAGE,5.0,MEDICAL,A,9350,,0,0.19,N,7
21554,30,32000,RENT,0.0,MEDICAL,B,6000,,0,0.19,N,9
21555,28,32000,RENT,0.0,PERSONAL,B,6000,,0,0.19,N,5
21563,33,33500,RENT,0.0,EDUCATION,A,6000,,0,0.18,N,9
21581,32,35000,RENT,2.0,VENTURE,B,6000,,0,0.17,N,9
21600,32,49000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,8275,,0,0.17,N,6
21602,30,49200,MORTGAGE,13.0,HOMEIMPROVEMENT,A,9250,,0,0.19,N,8
21608,27,49272,MORTGAGE,5.0,MEDICAL,B,3250,,0,0.07,N,6
21616,30,38004,RENT,4.0,VENTURE,B,6000,,0,0.16,N,10
21626,27,40000,RENT,2.0,PERSONAL,B,6000,,0,0.15,N,9
21633,28,50000,MORTGAGE,0.0,PERSONAL,A,9000,,0,0.18,N,7
21634,35,40000,RENT,1.0,MEDICAL,B,6000,,0,0.15,N,7
21639,27,50000,OWN,5.0,PERSONAL,A,5275,,0,0.11,N,5
21650,34,36000,RENT,0.0,VENTURE,D,6000,,1,0.17,N,10
21665,30,50000,MORTGAGE,3.0,PERSONAL,C,6000,,0,0.12,Y,7
21679,34,50000,OWN,2.0,PERSONAL,B,12000,,0,0.24,N,9
21691,33,50000,OWN,5.0,EDUCATION,A,8300,,0,0.17,N,7
21706,28,50000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,8450,,0,0.17,N,9
21709,29,50000,MORTGAGE,2.0,MEDICAL,A,5000,,0,0.1,N,6
21741,27,50000,MORTGAGE,0.0,PERSONAL,A,4000,,0,0.08,N,9
21747,30,50000,MORTGAGE,11.0,MEDICAL,B,10000,,0,0.2,N,6
21752,30,50000,MORTGAGE,14.0,MEDICAL,C,1000,,0,0.02,N,6
21756,29,55000,RENT,13.0,DEBTCONSOLIDATION,B,6000,,0,0.11,N,9
21797,34,50000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,5000,,0,0.1,N,10
21799,32,62000,RENT,6.0,MEDICAL,B,6000,,0,0.1,N,5
21812,28,50000,MORTGAGE,3.0,PERSONAL,A,3000,,0,0.06,N,10
21822,27,20000,RENT,,MEDICAL,D,7000,,1,0.35,N,5
21829,30,50000,MORTGAGE,3.0,PERSONAL,B,5000,,0,0.1,N,5
21835,31,57000,RENT,15.0,EDUCATION,B,6000,,1,0.11,N,8
21837,30,63000,RENT,2.0,HOMEIMPROVEMENT,A,6000,,0,0.1,N,7
21839,33,63550,RENT,6.0,MEDICAL,A,6000,,0,0.09,N,8
21852,31,66000,RENT,0.0,EDUCATION,A,6000,,0,0.09,N,5
21878,27,66000,RENT,11.0,DEBTCONSOLIDATION,D,6000,,1,0.09,N,8
21879,30,50000,MORTGAGE,0.0,VENTURE,C,10000,,0,0.2,N,9
21896,34,76000,RENT,4.0,MEDICAL,B,6000,,0,0.08,N,10
21900,32,80000,RENT,16.0,PERSONAL,C,6000,,0,0.07,Y,6
21917,27,85000,RENT,11.0,PERSONAL,B,6000,,0,0.07,N,7
21930,28,50400,MORTGAGE,4.0,VENTURE,A,12000,,0,0.24,N,8
21947,31,50600,MORTGAGE,2.0,MEDICAL,A,8500,,0,0.17,N,7
21956,27,185000,RENT,2.0,HOMEIMPROVEMENT,A,6000,,0,0.03,N,10
21961,29,23850,RENT,0.0,PERSONAL,B,6075,,0,0.25,N,5
21967,34,51000,MORTGAGE,,PERSONAL,A,6400,,0,0.13,N,6
21972,35,24996,RENT,2.0,DEBTCONSOLIDATION,B,6200,,0,0.25,N,5
21999,27,58000,RENT,11.0,VENTURE,A,7000,,0,0.12,N,9
22012,29,56500,RENT,3.0,MEDICAL,B,7000,,1,0.12,N,8
22045,32,52000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,20000,,0,0.38,N,9
22049,28,52000,MORTGAGE,11.0,MEDICAL,A,6000,,0,0.12,N,5
22067,30,52000,MORTGAGE,4.0,EDUCATION,C,4200,,0,0.08,Y,6
22071,35,108000,RENT,1.0,PERSONAL,B,7000,,0,0.06,N,7
22102,33,21600,RENT,2.0,EDUCATION,C,6500,,0,0.3,N,10
22113,29,37000,RENT,1.0,MEDICAL,B,6500,,0,0.18,N,8
22149,27,52656,MORTGAGE,4.0,VENTURE,B,13000,,0,0.25,N,10
22158,29,123000,RENT,0.0,EDUCATION,A,6500,,0,0.05,N,10
22165,31,26000,RENT,1.0,MEDICAL,B,6600,,0,0.25,N,6
22176,31,53000,MORTGAGE,15.0,VENTURE,D,10000,,0,0.19,N,10
22194,32,22704,RENT,4.0,DEBTCONSOLIDATION,B,6800,,0,0.3,N,8
22196,27,53000,MORTGAGE,6.0,VENTURE,A,5000,,0,0.09,N,7
22198,27,47000,MORTGAGE,11.0,DEBTCONSOLIDATION,G,7750,,1,0.16,N,7
22213,32,53200,MORTGAGE,13.0,PERSONAL,A,5000,,0,0.09,N,8
22214,30,53208,MORTGAGE,5.0,EDUCATION,C,8500,,0,0.16,Y,5
22233,27,54000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,27575,,0,0.51,N,10
22241,30,54000,MORTGAGE,6.0,MEDICAL,A,5375,,0,0.1,N,5
22248,30,54000,MORTGAGE,0.0,VENTURE,A,9600,,0,0.18,N,8
22257,27,54000,MORTGAGE,11.0,MEDICAL,A,4000,,0,0.07,N,8
22258,32,50000,RENT,16.0,HOMEIMPROVEMENT,D,6400,,0,0.13,Y,10
22266,34,56000,RENT,2.0,PERSONAL,C,6400,,0,0.11,Y,5
22270,32,54000,MORTGAGE,9.0,EDUCATION,B,3000,,0,0.06,N,7
22280,32,54000,MORTGAGE,6.0,EDUCATION,A,4800,,0,0.09,N,7
22287,34,90000,RENT,4.0,MEDICAL,B,6400,,0,0.07,N,7
22312,29,26280,RENT,0.0,EDUCATION,B,7000,,0,0.27,N,9
22337,30,30000,RENT,3.0,MEDICAL,A,7000,,0,0.23,N,8
22340,29,54500,MORTGAGE,7.0,PERSONAL,D,4275,,0,0.08,N,5
22353,30,30475,RENT,2.0,HOMEIMPROVEMENT,B,7000,,1,0.23,N,5
22359,28,54996,MORTGAGE,12.0,PERSONAL,A,6400,,0,0.12,N,5
22364,31,39000,RENT,2.0,PERSONAL,C,7000,,0,0.18,N,9
22373,30,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,16000,,0,0.29,N,6
22380,29,55000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5000,,0,0.09,N,8
22393,28,55000,MORTGAGE,7.0,MEDICAL,A,8000,,0,0.15,N,8
22394,28,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,22000,,0,0.4,N,10
22400,28,43000,RENT,12.0,MEDICAL,A,7000,,0,0.16,N,8
22404,28,55000,MORTGAGE,6.0,EDUCATION,A,2400,,0,0.04,N,8
22409,28,49000,MORTGAGE,11.0,VENTURE,C,8025,,1,0.16,Y,7
22411,28,55000,MORTGAGE,12.0,MEDICAL,A,7000,,0,0.13,N,6
22418,30,55000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,12000,,0,0.22,N,7
22433,30,48409,RENT,4.0,MEDICAL,B,7000,,0,0.14,N,10
22435,33,49896,RENT,8.0,MEDICAL,A,7000,,0,0.14,N,9
22440,29,50000,RENT,3.0,DEBTCONSOLIDATION,B,7000,,0,0.14,N,6
22448,28,52000,RENT,0.0,DEBTCONSOLIDATION,B,7000,,0,0.13,N,9
22457,27,55000,MORTGAGE,2.0,VENTURE,D,7000,,0,0.13,Y,7
22488,31,30000,RENT,0.0,HOMEIMPROVEMENT,B,7200,,1,0.24,N,10
22501,31,55000,OWN,5.0,EDUCATION,D,15850,,0,0.29,N,7
22520,28,50000,RENT,4.0,DEBTCONSOLIDATION,B,7200,,0,0.14,N,7
22530,27,55200,OWN,4.0,EDUCATION,B,4000,,0,0.07,N,10
22534,34,68000,RENT,5.0,PERSONAL,B,7200,,0,0.11,N,9
22535,30,70000,RENT,3.0,DEBTCONSOLIDATION,C,7200,,0,0.1,Y,10
22537,31,74076,RENT,9.0,MEDICAL,B,7200,,0,0.1,N,9
22541,30,55536,MORTGAGE,14.0,DEBTCONSOLIDATION,C,1000,,0,0.02,N,9
22542,29,76000,RENT,2.0,MEDICAL,B,7200,,0,0.09,N,8
22543,30,82060,RENT,1.0,EDUCATION,A,7200,,0,0.09,N,7
22549,28,55640,MORTGAGE,6.0,MEDICAL,B,20000,,0,0.36,N,8
22550,28,55640,MORTGAGE,9.0,MEDICAL,C,5000,,0,0.09,N,7
22553,27,84000,RENT,8.0,EDUCATION,C,7200,,0,0.09,N,10
22559,29,89000,RENT,2.0,PERSONAL,A,7200,,0,0.08,N,10
22562,29,55992,MORTGAGE,2.0,PERSONAL,B,5000,,0,0.09,N,10
22564,33,94000,RENT,4.0,VENTURE,A,7200,,0,0.08,N,6
22575,35,105000,RENT,11.0,VENTURE,C,7250,,0,0.07,Y,5
22579,31,56000,OWN,6.0,VENTURE,A,11500,,0,0.21,N,9
22586,35,56000,MORTGAGE,,DEBTCONSOLIDATION,A,12000,,0,0.21,N,8
22594,27,50000,MORTGAGE,8.0,MEDICAL,D,8400,,1,0.17,N,7
22613,30,56000,MORTGAGE,5.0,EDUCATION,B,1500,,0,0.03,N,7
22618,29,34000,RENT,4.0,MEDICAL,A,7500,,0,0.22,N,10
22631,35,30000,RENT,1.0,EDUCATION,C,7500,,1,0.25,Y,6
22639,29,56500,MORTGAGE,13.0,MEDICAL,A,14750,,0,0.26,N,8
22640,33,50500,MORTGAGE,2.0,MEDICAL,D,4000,,1,0.08,Y,8
22642,35,56566,MORTGAGE,3.0,EDUCATION,A,3200,,0,0.06,N,6
22647,29,56700,MORTGAGE,9.0,VENTURE,C,10000,,0,0.18,Y,5
22655,30,34000,RENT,1.0,VENTURE,C,7500,,1,0.22,N,6
22656,28,40000,RENT,2.0,MEDICAL,C,7500,,0,0.19,N,7
22663,33,38604,RENT,0.0,VENTURE,D,7500,,1,0.19,N,5
22664,29,44720,RENT,6.0,EDUCATION,B,7500,,0,0.17,N,5
22700,32,51000,MORTGAGE,5.0,MEDICAL,C,15000,,1,0.29,Y,8
22715,28,57360,MORTGAGE,3.0,EDUCATION,B,23000,,0,0.4,N,7
22720,31,61000,RENT,3.0,MEDICAL,C,7500,,0,0.12,Y,10
22729,30,57600,MORTGAGE,13.0,PERSONAL,A,6000,,0,0.1,N,10
22738,28,75000,RENT,3.0,EDUCATION,B,7500,,0,0.1,N,6
22750,27,90000,RENT,0.0,DEBTCONSOLIDATION,B,7500,,0,0.08,N,6
22760,27,125000,RENT,8.0,EDUCATION,D,7500,,0,0.06,N,5
22764,29,58000,MORTGAGE,9.0,EDUCATION,B,15900,,0,0.27,N,6
22766,31,58000,MORTGAGE,15.0,VENTURE,A,8875,,0,0.15,N,6
22770,27,85000,RENT,1.0,DEBTCONSOLIDATION,A,7525,,0,0.09,N,8
22786,30,61000,RENT,4.0,HOMEIMPROVEMENT,C,7600,,0,0.12,Y,6
22794,30,58000,MORTGAGE,2.0,MEDICAL,A,13200,,0,0.23,N,10
22797,28,58000,MORTGAGE,12.0,EDUCATION,A,3000,,0,0.05,N,8
22816,27,58000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1500,,0,0.03,N,9
22831,29,72000,RENT,4.0,DEBTCONSOLIDATION,C,7800,,0,0.11,Y,8
22835,28,47000,RENT,9.0,MEDICAL,B,7875,,0,0.17,N,10
22838,31,36572,RENT,,MEDICAL,A,7900,,0,0.22,N,7
22865,31,59000,MORTGAGE,13.0,MEDICAL,B,14000,,0,0.24,N,6
22867,29,22000,RENT,0.0,EDUCATION,B,8000,,1,0.36,N,7
22875,27,24000,RENT,3.0,PERSONAL,B,8000,,1,0.33,N,8
22880,33,25000,RENT,18.0,EDUCATION,D,8000,,1,0.32,N,8
22888,28,59160,MORTGAGE,2.0,EDUCATION,B,23500,,0,0.4,N,10
22891,35,26400,RENT,4.0,PERSONAL,B,8000,,0,0.3,N,8
22896,33,59500,MORTGAGE,6.0,VENTURE,A,11000,,0,0.18,N,8
22906,28,30000,RENT,4.0,MEDICAL,A,8000,,0,0.27,N,8
22907,35,30000,RENT,3.0,EDUCATION,B,8000,,0,0.27,N,6
22914,30,60000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,4200,,0,0.07,N,5
22934,34,35000,RENT,9.0,DEBTCONSOLIDATION,A,8000,,0,0.23,N,10
22954,29,36000,RENT,0.0,VENTURE,A,8000,,0,0.22,N,7
22974,35,38000,RENT,3.0,PERSONAL,B,8000,,0,0.21,N,6
22975,28,32376,RENT,2.0,DEBTCONSOLIDATION,F,8000,,1,0.25,Y,7
22976,34,38500,RENT,0.0,DEBTCONSOLIDATION,C,8000,,0,0.21,Y,9
22984,28,60000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,2500,,0,0.04,N,7
23001,34,60000,MORTGAGE,7.0,EDUCATION,C,10175,,0,0.17,N,5
23004,28,60000,MORTGAGE,12.0,MEDICAL,B,5000,,0,0.08,N,8
23013,27,60000,MORTGAGE,7.0,MEDICAL,B,3400,,0,0.06,N,7
23038,29,60000,MORTGAGE,3.0,MEDICAL,A,10000,,0,0.17,N,9
23040,32,45000,RENT,0.0,MEDICAL,A,8000,,0,0.18,N,5
23045,31,60000,MORTGAGE,7.0,VENTURE,B,7000,,0,0.12,N,7
23048,28,60000,MORTGAGE,12.0,PERSONAL,B,6000,,0,0.1,N,5
23051,31,46000,RENT,6.0,PERSONAL,B,8000,,0,0.17,N,9
23055,31,46875,RENT,1.0,EDUCATION,B,8000,,0,0.17,N,8
23079,28,60000,MORTGAGE,8.0,MEDICAL,C,1500,,0,0.03,Y,6
23086,31,50000,RENT,0.0,PERSONAL,C,8000,,0,0.16,N,9
23089,28,60000,OWN,5.0,VENTURE,C,10000,,0,0.17,N,7
23095,28,52000,RENT,1.0,VENTURE,C,8000,,0,0.15,N,8
23097,28,60000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,4800,,0,0.08,N,9
23115,32,55000,RENT,4.0,HOMEIMPROVEMENT,C,8000,,0,0.15,N,8
23165,28,60000,OWN,5.0,MEDICAL,B,20000,,0,0.33,N,5
23184,31,15000,RENT,,EDUCATION,A,5000,,1,0.33,N,10
23201,28,18600,RENT,4.0,MEDICAL,D,5000,,1,0.27,Y,9
23232,29,23000,RENT,2.0,MEDICAL,B,5000,,0,0.22,N,7
23246,30,24000,RENT,6.0,MEDICAL,D,5000,,1,0.21,Y,8
23286,30,27396,RENT,0.0,MEDICAL,C,5000,,0,0.18,N,5
23288,29,56000,RENT,0.0,PERSONAL,D,8000,,1,0.14,Y,5
23310,29,61240,MORTGAGE,4.0,VENTURE,D,7000,,0,0.11,Y,7
23314,27,61400,MORTGAGE,3.0,PERSONAL,C,10000,,0,0.16,Y,9
23334,27,62000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,,0,0.24,N,8
23374,30,62000,MORTGAGE,4.0,PERSONAL,B,8000,,0,0.13,N,10
23377,31,62000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,17000,,0,0.27,N,10
23385,29,62000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,20000,,0,0.32,Y,10
23395,27,93000,RENT,1.0,MEDICAL,A,8000,,0,0.09,N,7
23396,34,93100,RENT,2.0,HOMEIMPROVEMENT,C,8000,,0,0.09,N,9
23400,31,95000,RENT,5.0,PERSONAL,B,8000,,0,0.08,N,10
23405,31,62100,MORTGAGE,,EDUCATION,C,4800,,0,0.08,Y,10
23413,35,125000,RENT,11.0,EDUCATION,D,8000,,0,0.06,Y,7
23424,27,150000,RENT,2.0,EDUCATION,B,8000,,0,0.05,N,7
23433,33,55200,RENT,3.0,VENTURE,C,8100,,0,0.15,Y,10
23434,30,62496,MORTGAGE,14.0,PERSONAL,B,3200,,0,0.05,N,8
23441,29,77000,RENT,0.0,EDUCATION,A,8225,,0,0.11,N,10
23447,28,62851,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12000,,0,0.19,N,6
23478,29,63000,OWN,13.0,HOMEIMPROVEMENT,A,15000,,0,0.24,N,7
23479,29,63000,OWN,0.0,MEDICAL,B,9000,,0,0.14,N,9
23495,27,49600,RENT,2.0,EDUCATION,D,8400,,1,0.17,N,5
23514,28,63550,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12500,,0,0.2,N,10
23515,28,63600,MORTGAGE,12.0,DEBTCONSOLIDATION,A,3000,,0,0.05,N,7
23517,31,19200,RENT,5.0,HOMEIMPROVEMENT,B,8500,,1,0.44,N,6
23520,29,63755,MORTGAGE,14.0,MEDICAL,C,3000,,0,0.05,Y,10
23542,31,58000,MORTGAGE,15.0,DEBTCONSOLIDATION,E,16000,,1,0.28,N,8
23565,31,64000,MORTGAGE,15.0,DEBTCONSOLIDATION,C,20000,,0,0.31,Y,5
23568,33,28200,RENT,2.0,EDUCATION,C,9000,,1,0.32,N,8
23579,29,64548,MORTGAGE,3.0,MEDICAL,B,15000,,0,0.23,N,7
23582,30,34000,RENT,3.0,PERSONAL,A,9000,,0,0.26,N,8
23583,28,64700,MORTGAGE,4.0,EDUCATION,B,12000,,0,0.19,N,7
23589,27,64800,MORTGAGE,12.0,VENTURE,A,6500,,0,0.1,N,6
23600,29,65000,MORTGAGE,2.0,VENTURE,A,10000,,0,0.15,N,5
23617,29,65000,MORTGAGE,7.0,PERSONAL,B,7000,,0,0.11,N,10
23620,31,40800,RENT,6.0,PERSONAL,A,9000,,0,0.22,N,6
23623,29,65000,MORTGAGE,2.0,MEDICAL,A,4800,,0,0.07,N,5
23624,30,65000,MORTGAGE,6.0,PERSONAL,A,17500,,0,0.27,N,8
23630,33,42000,RENT,3.0,MEDICAL,B,9000,,0,0.21,N,8
23639,31,65000,MORTGAGE,11.0,PERSONAL,B,5000,,0,0.08,N,5
23642,32,65000,MORTGAGE,3.0,PERSONAL,A,8000,,0,0.12,N,5
23663,28,65000,MORTGAGE,8.0,EDUCATION,D,3000,,0,0.05,N,7
23665,34,65000,MORTGAGE,8.0,VENTURE,B,13750,,0,0.21,N,5
23669,35,52000,RENT,2.0,VENTURE,B,9000,,0,0.17,N,9
23670,29,65000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,7000,,0,0.11,N,10
23677,30,65000,MORTGAGE,14.0,PERSONAL,A,6200,,0,0.1,N,5
23681,34,65000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12300,,0,0.19,N,10
23710,30,26000,RENT,3.0,EDUCATION,B,9250,,1,0.36,N,5
23722,30,67000,RENT,2.0,VENTURE,A,9250,,0,0.14,N,7
23723,27,36000,RENT,2.0,EDUCATION,D,9300,,1,0.26,Y,9
23733,32,83196,RENT,1.0,MEDICAL,B,9350,,0,0.11,N,8
23742,34,59000,MORTGAGE,1.0,MEDICAL,C,20000,,1,0.34,Y,7
23751,27,75000,RENT,0.0,HOMEIMPROVEMENT,B,9475,,0,0.13,N,5
23758,29,40000,RENT,7.0,VENTURE,A,9500,,0,0.24,N,7
23763,29,49000,RENT,3.0,EDUCATION,A,9500,,1,0.19,N,5
23764,33,70000,RENT,10.0,DEBTCONSOLIDATION,A,9500,,0,0.14,N,5
23768,32,96000,RENT,8.0,HOMEIMPROVEMENT,A,9500,,0,0.1,N,5
23775,34,65000,MORTGAGE,3.0,EDUCATION,E,10000,,0,0.15,N,8
23781,28,30000,RENT,0.0,VENTURE,A,9600,,1,0.32,N,7
23800,30,41000,RENT,7.0,VENTURE,A,9600,,0,0.23,N,9
23801,27,41400,RENT,2.0,DEBTCONSOLIDATION,B,9600,,0,0.23,N,5
23809,27,39996,RENT,5.0,MEDICAL,D,9600,,1,0.24,N,9
23828,33,66000,OWN,16.0,MEDICAL,A,3500,,0,0.05,N,9
23849,31,66000,MORTGAGE,15.0,PERSONAL,A,10000,,0,0.15,N,5
23851,27,66300,RENT,1.0,MEDICAL,D,9600,,1,0.12,N,7
23857,34,113000,RENT,6.0,EDUCATION,C,9600,,0,0.08,Y,9
23862,31,128000,RENT,1.0,PERSONAL,E,9600,,1,0.07,Y,8
23866,33,66500,MORTGAGE,1.0,PERSONAL,A,9200,,0,0.14,N,7
23868,30,88000,RENT,3.0,HOMEIMPROVEMENT,D,9700,,0,0.11,N,5
23879,29,66901,MORTGAGE,13.0,MEDICAL,C,9475,,0,0.14,N,10
23882,32,66996,MORTGAGE,6.0,MEDICAL,A,8000,,0,0.12,N,9
23886,32,21120,RENT,0.0,MEDICAL,A,10000,,1,0.47,N,6
23889,27,67000,MORTGAGE,1.0,PERSONAL,A,4200,,0,0.06,N,5
23892,32,67000,MORTGAGE,16.0,DEBTCONSOLIDATION,A,4000,,0,0.06,N,9
23908,27,24600,RENT,0.0,DEBTCONSOLIDATION,A,10000,,1,0.41,N,8
23913,27,67068,OWN,11.0,PERSONAL,A,5000,,0,0.07,N,10
23951,30,30000,RENT,2.0,VENTURE,C,10000,,1,0.33,N,7
23967,28,68000,MORTGAGE,12.0,PERSONAL,C,15000,,0,0.22,N,8
23976,31,68000,OWN,8.0,VENTURE,B,10000,,0,0.15,N,7
24002,32,68800,MORTGAGE,13.0,EDUCATION,A,4800,,0,0.07,N,6
24005,27,68808,MORTGAGE,2.0,VENTURE,C,20000,,0,0.29,Y,6
24036,29,36000,RENT,5.0,PERSONAL,C,10000,,0,0.28,Y,6
24043,34,69500,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,,0,0.22,N,6
24045,27,30000,RENT,1.0,HOMEIMPROVEMENT,D,10000,,1,0.33,Y,6
24058,27,69960,MORTGAGE,3.0,PERSONAL,A,10000,,0,0.14,N,9
24070,33,64000,MORTGAGE,8.0,VENTURE,C,12000,,1,0.19,N,9
24075,30,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,,0,0.14,N,7
24076,30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,18000,,0,0.26,N,7
24079,27,70000,MORTGAGE,11.0,PERSONAL,C,3000,,0,0.04,Y,8
24096,27,40000,RENT,4.0,VENTURE,D,10000,,0,0.25,N,7
24101,30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12800,,0,0.18,N,7
24118,27,54400,MORTGAGE,11.0,MEDICAL,D,3000,,1,0.05,Y,5
24123,27,40000,RENT,4.0,PERSONAL,D,10000,,0,0.25,Y,6
24134,27,70000,MORTGAGE,0.0,MEDICAL,B,33000,,0,0.47,N,7
24135,29,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,,0,0.29,N,8
24145,34,70000,MORTGAGE,5.0,VENTURE,A,6000,,0,0.09,N,6
24149,29,70000,MORTGAGE,0.0,EDUCATION,A,8000,,0,0.11,N,9
24151,30,42000,RENT,4.0,VENTURE,A,10000,,0,0.24,N,9
24152,30,42000,RENT,2.0,MEDICAL,A,10000,,0,0.24,N,7
24153,27,42000,RENT,1.0,EDUCATION,A,10000,,0,0.24,N,8
24189,29,45000,RENT,7.0,MEDICAL,B,10000,,0,0.22,N,5
24193,27,45000,RENT,1.0,EDUCATION,C,10000,,0,0.22,N,9
24204,30,70000,MORTGAGE,14.0,MEDICAL,A,6000,,0,0.09,N,7
24232,27,64000,MORTGAGE,12.0,EDUCATION,B,6000,,1,0.09,N,6
24233,27,45996,RENT,3.0,VENTURE,C,10000,,0,0.22,Y,5
24249,27,35000,RENT,3.0,PERSONAL,A,4200,,0,0.12,N,5
24252,28,70000,MORTGAGE,0.0,VENTURE,B,5275,,0,0.08,N,5
24262,27,70392,MORTGAGE,9.0,VENTURE,B,1500,,0,0.02,N,9
24264,27,70400,MORTGAGE,6.0,PERSONAL,C,15000,,0,0.21,Y,9
24280,29,55044,RENT,6.0,HOMEIMPROVEMENT,C,4200,,0,0.08,Y,9
24290,28,71000,MORTGAGE,1.0,PERSONAL,B,20000,,0,0.28,N,8
24298,32,64000,RENT,1.0,EDUCATION,D,4200,,1,0.07,Y,5
24299,27,71000,RENT,9.0,DEBTCONSOLIDATION,B,4200,,0,0.06,N,5
24309,34,55000,RENT,5.0,EDUCATION,A,4050,,0,0.07,N,9
24310,27,71500,MORTGAGE,2.0,EDUCATION,A,15000,,0,0.21,N,8
24314,28,12000,RENT,0.0,MEDICAL,B,4000,,1,0.33,N,9
24322,28,41500,RENT,4.0,DEBTCONSOLIDATION,C,10000,,1,0.24,Y,6
24332,34,72000,MORTGAGE,11.0,VENTURE,B,5800,,0,0.08,N,9
24337,27,72000,MORTGAGE,11.0,EDUCATION,C,15000,,0,0.21,N,5
24357,31,72000,OWN,6.0,EDUCATION,A,16000,,0,0.22,N,7
24362,27,72000,MORTGAGE,11.0,MEDICAL,B,6150,,0,0.09,N,5
24387,33,50000,RENT,3.0,PERSONAL,B,10000,,0,0.2,N,8
24392,30,50000,RENT,6.0,MEDICAL,C,10000,,0,0.2,N,5
24396,27,72000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,24000,,0,0.33,N,9
24406,27,44004,RENT,4.0,DEBTCONSOLIDATION,D,10000,,1,0.23,Y,10
24413,33,44784,RENT,2.0,EDUCATION,D,10000,,1,0.22,N,6
24416,27,72000,MORTGAGE,7.0,PERSONAL,B,4200,,0,0.06,N,5
24421,29,72000,OWN,1.0,EDUCATION,C,10000,,0,0.14,N,6
24436,33,72000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6600,,0,0.09,N,9
24444,28,72087,MORTGAGE,10.0,PERSONAL,C,16000,,0,0.22,N,6
24461,27,72800,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,,0,0.1,N,10
